entity_id,name,description
Q8080266,i̇zmir european jazz festival,"The İzmir European Jazz Festival, (Turkish: İzmir Avrupa Caz Festivali) is a cultural event held in the first half of every March in İzmir, Turkey. It offers a selection of jazz music performances with the participations of renowned artists and music groups from Europe and Turkey. The festival was first held in 1994 and is organized by the İzmir Foundation for Culture, Arts and Education (Turkish: İzmir Kültür Sanat ve Eğitim Vakfı, İKSEV). It is co-sponsored by the consulates of some European countries in İzmir and Istanbul. İzmir Jazz Festival is a member of the Union of European Festivals.The concerts are held at the Ahmed Adnan Saygun Art Center (AASM) in Güzelyalı, Izmir, a 2009-built convention center designed for concerts and similar events having a 1,225-seat large hall, a second 250-seat hall, large exposition areas, and four meeting halls.From its beginning, the festival hosted artists and groups like Andy Manndorff Jazz Band, Bojan Zulfikarpašić Quartet, George Gruntz Concert Jazz Band Anna Maria Castelli Quartet, Jean-Francois Giansily, Oli Bott, Karlheinz Miklin Trio, Lighea Trio, Dee Dee Bridgewater, Eleftheria Arvanitaki, Manu Codjia, Kristjan Randalu, Bodek Janke, Matthias Schriefl, Ulrich Drechsler Trio, Luigi Campoccia Quartet, Daniele Malvisi, Rossano Gasperini, Paolo Corsi, David Hellbock Trio, Mauro Grossi Quintet, Ernie Watts, Alan Broadbent, Yuri Honing Acoustic Quartet, David Helbock Trio, Edmar Castaneda, Marcin Wasilewsk, Pablo Held Trio, François Cornelup, Claudia Tellini, Nico Gori, Ares Tavolazzi and Walter Paoli. The concerts are accompanied by workshops, seminars and photography exhibitions. Jazz historian Francesco Martinelli gives seminars at the Festival and is its program consultant. The flamenco dancer Antonio Najarro and the ""Jazzing Flamenco Dance Ensemble"" performed also at the festival."
Q8080271,Izmit Korfez Circuit,"İzmit Körfez Circuit (Turkish: İzmit Körfez Yarış Pisti) is a motor sports race track about 17 km west of İzmit, in Körfez district of Kocaeli Province, Turkey. Sponsored by the Turkish Automobile Sports Federation (TOSFED) and built by the Istanbul Motorsports Club (İMK), it was inaugurated in 1993 as the first asphalted race track in Turkey. The venue is home to motor sport races in various categories.Located at the northeastern coast of Marmara Sea, İzmit Körfez Circuit is situated around a small Fener Lake (Fenergölü), which belongs to the Municipality of Körfez District. The venue can be easily reached from Istanbul and İzmit by the motorway O-4 or highway D-100 at the exit Körfez. The race track, 1.950 kilometres (1.212 mi) at length, has nine turns and runs clockwise.The circuit provides the greatest number of motor sport racing events in Turkey. In addition to Turkish championships, several racing organizations of private companies as well as various motor sport types in different categories are held here. On an average racing day, several events are carried out in five to six categories. The circuit is used also for test runs by motor magazines, tire and motor companies. Some motorcycle and auto racing schools train here also. Around 5,000 spectators in every age group come to the circuit on racing days. Events at the race track find growing interest in the TV and press."
Q8080277,izzet kaya,İzzet Kaya (born 28 January 1977) is a Turkish professional footballer. He currently plays as a right fullback for Şanlıurfaspor in the TFF First League.
Q8082382,safak edge,"Şafak Edge (born June 17, 1992) is a Turkish professional basketball player for Uşak Sportif of the Turkish Basketball Super League (BSL)."
Q8082441,saziye okur,"Şaziye Erdoğan-Okur (born February 23, 1992 in Ankara) is a Turkish female weightlifter competing in the Women's –48 kg division. Okur is the current world record holder in the -44 kg division of youth category with 77 kg in the snatch, 92 kg in the clean&jerk events and 169 kg in total.She was born to a poor family in Ankara, where her father is a construction worker. Already at the age of 11, she started with weightlifting in the primary school in Keçiören, Ankara.At the 2009 European Weightlifting Junior Championships held in Landskrona, Sweden, she broke on July 28 four European youth records lifting 79.0 kg in snatch, 97.0 kg in clean&jerk and 172.0 and then 176.kg in total.She is trained by Talat Ünlü, Mustafa Doğan, Erkan Kayır and Nurcihan Gönül.In 2013, Okur was banned from international competition by the International Weightlifting Federation for 2 years for use of anabolic steroid Stanozolol."
Q8082469,semsipasa primary school,"Şemsipaşa Primary School, founded in 1758, is the oldest primary (elementary) school in Istanbul's Üsküdar district."
Q8082477,Senol Fidan,Şenol Fidan  (born 29 January 1967) is a former Turkish footballer and currently coach.
Q8082483,Şenol Birol,Şenol Birol (born 1936 in Rize) was a Turkish football player of rivals Beşiktaş J.K. and Fenerbahçe. He played as a forward. He started his professional career with Sarıyer G.K. and then transferred to Beşiktaş J.K. where he played four years between 1959-63. Then he transferred to Fenerbahçe S.K. with his team mate Birol Pekel. He played with Fenerbahçe between 1963-66. He also played with Karşıyaka S.K. (1966–67) and last he played with Beşiktaş J.K. in 1967-68 season.He is famous about Şenol-Birol Goal slogan.
Q8082485,şenol çorlu,"Şenol Çorlu (born on December 3, 1958 in Ankara) is a retired Turkish football player and currently Fenerbahçe SK academy director as of September 2008. He was one of the fans' favourites when he was playing for Fenerbahçe.He began football in Petrol Ofisi in 1975–76 season and played there for 4 years. He was transferred to Orduspor due to Petrol Ofisi's relegation to the amateur league in 1979. He improved in Orduspor and was transferred to Sakaryaspor in 1981. He played as striker there, and was transferred to Fenerbahçe in 1984. His position was striker at first, midfielder after 1990. He won 2 league championships with Fenerbahçe – seasons 1984–85 and 1988–89. He was loaned to Antalyaspor during the 1991–92 season. He retired from football after the end of that season.He played 17 times for Turkey national football team, making his debut on 23 September 1981 against the Soviet Union.  He also played 13 times for Turkey U21. He scored 4 international goals."
Q8082488,Seref Stadium,"Şeref Stadium was a football stadium in Beşiktaş, İstanbul. It was named after Beşiktaş's former president Şeref Bey."
Q8082620,sukran albayrak,"Şükran Albayrak (born 12 May 1982 in Kartal, İstanbul) is a Turkish TV presenter, sport hostess, and retired professional female basketball player.1.86 m (6 ft 1 in) tall at 74 kg (163 lb), she played as forward for Fenerbahçe Istanbul and Turkish National team between 1992 and 2006.Albayrak co-presents ""Sport Center"", a sports news program at the sportstv every weekday evening."
Q808661,Mustafa Ozkan,"Mustafa Özkan (born 21 February 1975) is a Turkish retired football player. He played as a striker.Özkan played two seasons for Stuttgarter Kickers in the German 2. Fußball-Bundesliga, appearing in 20 league matches.  He also played for several clubs in Turkey, including Beşiktaş J.K., Gençlerbirliği S.K., Malatyaspor and MKE Ankaragücü.He made one appearance for the Turkey national football team in a friendly against Ukraine on 12 February 2003."
Q809709,barış başdaş,Barış Başdaş (born 17 January 1990) is a Turkish footballer who plays as a center back for Gençlerbirliği. He is also a youth international.
Q809714,bariş örücü,"Barış Örücü (born 10 May 1992) is a Turkish footballer who plays as a attacking midfielder or winger, most recently for İstanbulspor."
Q810374,baskil,"Baskil is a town and district of Elazığ Province of Turkey. The mayor is İhsan Akmurat (AKP). The population of the town is 4869.In the 2019 local elections, AKP mayor İhsan Akmurat narrowly won reelection, beating the MHP candidate Tuncer Turus by 49.77% to 48.57%."
Q810440,Mehmetcik Basri,"Basri Dirimlili (7 June 1929 – 14 September 1997), nicknamed Mehmetcik Basri, was a Turkish football player."
Q810916,Battalgazi,"Battalgazi, (Kurdish: Melediya kevn‎),  is a town and district of Malatya Province of Turkey. The mayor is Selahattin Gürkan (AKP).Formerly named Eskimalatya (Old Malatya), the center town corresponds to the previous location of Malatya city, at a distance of 20 km from the modern day urban center and provincial seat of Malatya. The town was renamed in honor of Battal Gazi."
Q811050,Batuhan Karadeniz,Batuhan Karadeniz (born 24 April 1991) is a Turkish professional footballer who plays for Bandırmaspor.
Q812098,turkish women's first football league,"The Turkish Women's First Football League (Turkish: Kadınlar 1. Futbol Ligi) is the top level women's football league of Turkey. Eight teams play a double round robin to decide a champion, which qualifies for a spot in the UEFA Women's Champions League.The league gains little attention in Turkey, and most matches are watched only by relatives of the team's players.Fashion One TV became the official media sponsor of the league for the 2010–11 season."
Q812112,"Bayat, Çorum","Bayat is a district of Çorum Province in the Black Sea region of Turkey. It is located at 83 km from the city of Çorum, near the town of İskilip. It covers an area of 770 km², and the population (2010) is 23,323 of which 8,479 live in the town of Bayat. It has an elevation of 625 m. The mayor is Ekrem Ünlü (AKP)."
Q812592,Bayram Olgun,Bayram Olgun (born 6 April 1990) is a Turkish professional footballer who currently plays as a goalkeeper for Tuzlaspor.
Q812593,Bayrampasaspor,"Bayrampaşaspor is a Turkish association football club located in the Bayrampaşa district of Istanbul, Turkey. They currently play in the TFF Third League, the fourth tier of Turkish football."
Q812595,bayram şit,"Bayram Şit (1930 – 29 May 2019) was a Turkish featherweight freestyle wrestler and coach. He competed at the 1952 and 1956 Olympics and won a gold medal in 1952, placing fourth in 1956. He also won a silver medal at the 1954 World Championships."
Q812746,prime minister's cup,"The Prime Minister's Cup (Turkish: Başbakanlık Kupası) was a football competition organised by the Turkish Football Federation in Turkey. It began in 1944 and continued until 1950 as a unique kind of super cup competition between the winners of the Turkish Football Championship and the Turkish National Division. It was one of the earliest super cups in the world. In 1966, the Turkish Football Federation restarted the competition as a final game between the winners of the second division and the Turkish Amateur Championship and maintained this system until 1970. From 1971 to 1998 the competition was contested between the runners-up of the Super League and the Turkish Cup.Fenerbahçe are the most successful club, having won the cup eight times."
Q812759,Baskale,"Başkale (Armenian: Ադամակերտ Adamakert; Kurdish: Elbak‎) is a town and district located in south-eastern Turkey in Van Province. There is one municipality in the Başkale district, the town centre, which was established 1937. The neighbourhoods of the town of Başkale are: Tepebaşı, Yeni mahalle, Camii-Kebir, Samandöken, Cevkan, Kale, Hafiziye, Tarım and Yakınyol."
